 "s" , "p" , "o" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q560643" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q65351" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q782629" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q90497" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P921" , "https://w3id.org/artchives/MD1660770561914" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P921" , "https://w3id.org/artchives/MD1660770654243" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q19787205" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q3771606" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q3918" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q601355" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasMainObjectType" , "http://www.wikidata.org/entity/Q125191" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasMainObjectType" , "http://www.wikidata.org/entity/Q3494271" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasMainObjectType" , "http://www.wikidata.org/entity/Q571" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P1436" , "428 boxes" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P217" , "SARAS.1997.Venturi " ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasHistoricalNotes" , "In 1997 the scholar's family (specifically in the person of Antonello Venturi, Professor in Contemporary History at the University of Siena, Lionello's nephew and son of Franco, himself a modern historian, all direct descendants of Adolfo Venturi) decided to donate Lionello Venturi's study materials and personal documents to the then Istituto di Soria dell’Arte of the Sapienza University in Rome. The 1997 donation constitutes the most considerable part of the Archive, namely that identified as the 21 «thematic» group, known as the «Fondo Originario». The Archive was then completed in 2014 with an epistolary appendix, the current «Fondo Corrispondenza». Finally, the last group in order of acquisition is the so-called «Serie Cézanne», incorporated into the Archive in 2014-2015 thanks to the donation of Alessandra Ponente, Nello's daughter. Until their arrival in the Archive, the 17 folders had in fact been kept by Nello Ponente, who had assisted the professor in the preparation of the second edition of the catalogue raisonné on Cézanne, from the mid-1950s until Venturi's death in 1961. 
The peridicals and books owned by Venturi, the so-called «Fondo Venturi», came to Sapienza with a first donation made in the 1970s, which is still preserved in the library “Giulio Carlo Argan” of the Department S.A.R.A.S. The rest of Lionello Venturi's book collection, preserved in the Archive premises, is part of the 1997 donation of archival materials, at the behest of the donor Prof. Antonello Venturi. The book fund was then increased with other volumes owned by Venturi (but in a smaller number than the previous acquisition) on the occasion of the acquisition in 2014 of the «Fondo Corrispondenza».
The material belonging to the three different groups that compose the archive is divided into thematic sections, which correspond to the individual folders and in which specific topics are concentrated. The subdivision and titling of the folders faithfully replicate that attributed by Venturi or his closest collaborators. The reference names for the filing of material in the period from the mid-1950s onwards are those of Nello Ponente and Margherita Abbruzzese, among Venturi's first students at the Sapienza University of Rome. In the absence of other information, it can be assumed that both Venturi's wife Ada Scaccioni and his daughter Rosabianca, also an art historian and wife of the Swiss publisher Albert Skira, previously helped with the collection. 
The inclusion of documents dated after Venturi's death was probably initially due to Venturi's wife and/or daughter Rosabianca, and then continued by the scholar's closest collaborators, Nello Ponente and Margherita Abbruzzese. These documents are mostly certificates of commemoration following  Lionello's death in 1961, texts published posthumously, or correspondence between Ada Scaccioni and Franco Venturi or Rosabianca Venturi with various international publishers." ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasNotesOnScopeAndContent" , "The archive consists of 428 boxes (indicated as Faldoni/Folders or Buste/Envelopes) divided into three main groups: 21 «thematic» groups («Fondo Originario»: 372 Faldoni/ Folders) relating to areas of specific interest to the author, his cultural, organizational, educational and political activities, plus documents relating to Adolfo Venturi; The «Fondo Corrispondenza» (39 Buste/ Envelopes) holds Lionello’s correspondence with Italian and foreign scholars and art historians with whom he was in contact, as well as with family members; The «Serie Cézanne» (17 Buste/ Envelopes)  contains the materials used for drafting  Cézanne's catalogue raisonné (1936) and those collected with a view to publishing a second edition. 
In the 21 «thematic» groups («Fondo Originario») a wide range of materials are collected: handwritten notes for books and articles, reading notes, travel notes, notes taken by the scholar during visits to museums and public and private collections. The latter are often accompanied by small pencil drawings that the scholar used to keep memory of the compositional structure of the painting, individual colors and the chromatic dominants of the works. Other items collected in the same core sections of the Archive are pamphlets, invitation cards and exhibition catalogues containing writings by the scholar or about artists in his field of interest. There are also Venturi's notes for his university lectures collected and edited by his pupil Valentino Martinelli (later professor at the Sapienza University) and some documents regarding Lionello’s work in the years following his death. The «Fondo Originario» also contains typescripts for books, articles and lectures, often edited by the scholar himself. There are also projects not only for exhibitions, but also for lectures and more generally for events to which Venturi was invited as a speaker or in which he acted as an organizer. There are also materials concerning the bodies of scientific or honorary committees on which he sat, for example the materials for the CIHA (Comité International d'Histoire de l'Art) conference organised in 1955 in Venice by Venturi (Faldone CXIV, 1 and 2); or the documents relating to another organization of which Venturi was an active member, the AICA (Association Internationale des Critiques d'Art) (Faldone CCCXXXVI). In addition, the 372 folders of the 21 «thematic» groups contain a conspicuous corpus of photographs, which are not singularly itemized as they are an integral part of the materials gathered for the purposes of the scholar's professional projects. These working tools allow us to document Venturi's main interests, the books, catalogues and exhibitions in which he was involved.
The «Fondo Corrispondenza», on the other hand, consists of over 3.000 items including letters, telegrams, postcards, notes and more, and is made up of 702 files stored in 39 envelopes. The documentation covers a time span from 1904 to 1961 (with posthumous documentation up to 1986) and consists of letters (mainly in Italian, but also in other languages), postcards, picture postcards, telegrams, newspaper clippings, diaries, autograph notes, diplomas and certificates, identity cards, and photographs. The senders are many, but letters from family members seem to prevail: from his wife Ada Scaccioni, his mother Jenny Zanni and his father Adolfo, his uncle Giuseppe Venturi and his children Rosabianca and Lauro. Among the correspondents there are names linked to the artistic scene of the 20th century, both Italian and international. Most of the correspondence relates to the 15-year period from 1910 to 1925. The correspondence from the 1930s, coinciding with the period of exile in France, was held mainly with family members. More varied are the exchanges during the 1940s, 1950s and 1960s, although the amount of documents is small compared to previous decades. Those from the American period (1939-1945) seem to be totally absent. Some of the letters contain requests for appraisals and evaluations of paintings and works of art by friends or acquaintances. The documentation is structured in six archival series: «Series I» contains the personal documentation, including correspondence relating to commemorations of Adolfo Venturi and Lionello Venturi; «Series II» contains the preparatory material for Lionello's work Il Gusto dei primitivi and correspondence concerning the delivery of the book to friends and scholars; «Series III» is dedicated to Lionello's manuscript material; here are the loose, undated papers found among the correspondence and consisting of Lionello's notes on various subjects: including the hypothesis of a “History of Italian Art”, appraisals of works of art, lectures given at the University of Paris; in addition, there is a subseries where documentation related to Venturi's military service from 15 June 1915 to 10 June 1919 has been brought together; «Series IV» collects Lionello Venturi's letters and minutes addressed to his wife Ada Scaccioni, his father Adolfo and a few other correspondents; «Series V» contains the correspondence sent to Lionello, divided according to sender in alphabetical order; finally, «Series VI» is miscellaneous. If in most cases the correspondence is grouped in this specific fund, many letters, by and to Venturi, are also present in the folders/envelopes of the «Fondo Originario» and the «Serie Cézanne», as they are closely linked to the individual projects or studies documented in the various thematic sections.
The documents known as the «Serie Cézanne» are collected in 17 original boxes, organized in 154 files. The documents cover a chronological span from 1934 to January 1963, with an intensification in the 1950s; and printed material of an earlier date. Here we find a collection of Venturi's work on Cézanne during the years of his French exile, with the collaboration of Aldo Garosci, in preparation for the publication of the first edition of the catalogue raisonné of the artist's work (1936); and the long preparatory activity for the second edition, with the collaboration of Nello Ponente, which spans from the mid-1950s to the death of the scholar in 1961 (with a brief continuation of the work by Ponente alone in the early 1960s). The 154 files contain material of various kinds: correspondence, notes, sketches, expertises, bibliographies, photographs, printed material (especially catalogues), texts of lectures and lessons also in drafts, essays and articles. Numerous working materials were produced for the first edition of 1936, including: handwritten files and an analytical inventory, organized by themes, of Cézanne's works. Also of note is the presence of the typescript draft of the second edition of the catalogue. This documentation is particularly relevant since the second edition of the catalogue raisonné was never published. Following the notes and correspondence, the photographs are the most consistent documentary typology of the "Cézanne Series": in fact, more than 1500 photographs are preserved, which were used by Venturi for drafting the artist's general catalogue. The back of each one bears the annotation of the order number and, often, the photographer's stamp, and sometimes it also leaves room for Venturi's notes.
Lastly, many books and journals that belonged to Lionello (often rare volumes) are kept in the Archive room. These constitute the «Fondo Venturi», under the responsibility of the Giulio Carlo Argan Library of the Department of “Storia Antropologia Religione Arte Spettacolo” (S.A.R.A.S.), Faculty of “Lettere e Filosofia” of the Sapienza University of Rome. 
In order to enable scholars to draw on valuable material on Lionello Venturi's work, two folders not pertaining to the donation were also included. One contains, in photocopy, the information notes and transcriptions of correspondence collected by the OVRA (Opera Vigilanza Repressione Antifascismo) during the Fascist dictatorship, concerning Lionello's political activities (together with those of his son Franco and Carlo Ludovico Ragghianti) – the original documentation is kept at the Archivio di Stato in Rome. The other binder contains copies of administrative documents relating to Venturi's teaching activity at the University of Rome, the originals of which are kept in the Archivio Storico of the same University.
" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasNotesOnSystemOfArrangement" , "Inside the boxes, documents and photos are grouped in folders, in topographical / chronological / subject order. The arrangement given by Venturi has been maintained." ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P275" , "http://www.wikidata.org/entity/Q6937225" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasAcquisitionType" , "http://www.wikidata.org/entity/Q1124860" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasCataloguingStandard" , "https://w3id.org/artchives/MD1661176763116" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P973" , "https://archivio-lionelloventuri.archiui.com/esplora" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasNotesOnFindingAid" , "The Lionello Venturi Archive, acknowledged as being of considerable historical interest by the “Soprintendenza archivistica per il Lazio”, has drawn up an inventory of the collection's contents. The inventory of the three nuclei that compose the Archive (21 «tematici» - «Fondo Originario»; «Fondo Corrispondenza»; e «Serie Cézanne») faithfully followed the original order with which Lionello Venturi's material was organized before the donations to the Department S.A.R.A.S. All material has been surveyed and inventoried with a unique and progressive number: for each single Folder, out of the 372 that compose the "Fondo Originario", a Roman numeration has been adopted, while the files contained in the aforesaid folders are identified with Arabic numerals; instead, the 39 Envelopes of the «Fondo Corrispondenza» and the 17 Envelopes of the «Serie Cézanne», and the relative files, have been inventoried following an Arabic numeration. A description of all levels of the archival system is available by consulting the online catalogue of the Lionello Venturi Archive, subdivided as follows: 21 «tematici» - «Fondo Originario» https://saras.uniroma1.it/strutture/archivio-lionello-venturi/fondo-originario; «Fondo Corrispondenza» https://saras.uniroma1.it/sites/default/files/5%20-%20Fondo%20Corrisp.pdf#overlay-context=node/6921; «Serie Cézanne» https://saras.uniroma1.it/sites/default/files/6_SerieCezanne.pdf.
The locations of the volumes and journals that compose the «Fondo Venturi» can instead be consulted using the National Library System Catalogue (“Catalogo del Sistema Bibliotecario Nazionale” https://opac.sbn.it), and more specifically the Catalogue and Services of the Sapienza Libraries (“Catalogo e Servizi delle Biblioteche Sapienza” https://opac.uniroma1.it/SebinaOpacRMS/.do)
" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasOtherNotes" , "The collection is relevant under several respects, given the wide range of Venturi’s interests, from the 13th century to the post-World War II period. 
Therefore, the documents preserved in the Archive are helpful in researching Italian art from the Italian "Primitives" to the abstract painters of the 1950s; or French art of the 19th century, especially Impressionism and Cézanne.  In addition, the material preserved in the archive offers an outstanding overview not only of Venturi's studies, but also of the European and international art historical context from the early 20th century until 1961." ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P127" , "http://www.wikidata.org/entity/Q209344" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P485" , "http://www.wikidata.org/entity/Q209344" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P485" , "http://www.wikidata.org/entity/Q60650502" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P1319" , "1903" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P1326" , "1995" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "http://www.wikidata.org/wiki/Property:P571" , "1997" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q166118" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q220" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q641" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q2824734" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q2527217" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q35548" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q142" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q19357870" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q2939213" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q3609221" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q4007752" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q19787205" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q3771606" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q3918" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q601355" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasNotesOnOtherNuclei" , "Groups of documents and letters produced by Venturi can be found in many archives of museums and private collectors. A significant amount of material on Lionello Venturi, mainly correspondence, is collected in the Adolfo Venturi and the Mary Pittalunga funds of the Centro Archivistico della Scuola Normale Superiore, Pisa. In addition, there is documentation on Venturi's political activity in the State Archives in Rome. materials on his scholarly activities can be found in many archives of institutions such as the ASAC, Historical Archive of the Venice Biennale, Venice, or the Galleria Nazionale d’Arte Moderna of Rome (Archivio Bioiconografico and Archivio Storico of Galleria Nazionale d’Arte Moderna, Rome); and in those of many art historians such as Bernard Berenson (Bernard and Mary Berenson fund at Villa I Tatti - The Harvard University Center for Italian Renaissance Studies), Palma Bucarelli (Fondo Palma Bucarelli, Archivio Centrale dello Stato, Rome), and in the archives of Licia and Carlo Ludovico Ragghianti (Foundation Ragghianti, Lucca)." ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q120993" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q7814" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q5669" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q762" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q610687" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q42207" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q47551" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q205148" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q159297" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q33477" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q35548" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q5582" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q9440" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q5822" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q8459" ,
 "https://w3id.org/artchives/collectionarchivio-lionello-venturi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q5811" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q50637" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q6927" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q19753788" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q25120" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q309618" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q3438258" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q3858582" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q689563" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q758132" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q778445" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q961451" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q963683" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasMainObjectType" , "http://www.wikidata.org/entity/Q125191" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasMainObjectType" , "http://www.wikidata.org/entity/Q3494271" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasOtherObjectType" , "http://www.wikidata.org/entity/Q28924364" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasOtherObjectType" , "http://www.wikidata.org/entity/Q595597" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasOtherObjectType" , "http://www.wikidata.org/entity/Q15131569" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P1436" , "278 boxes" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasHistoricalNotes" , "The origins of archive should date back to the years of Longhi's university studies. The oldest documents, in fact, are linked to his contribution on Caravaggio and followers (his degree dissertation on the topic dates 1911). Longhi continued to order and use the materials he collected till the very late years of his life, even after his retirement. " ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasNotesOnScopeAndContent" , "The archive consists of 278 boxes. 178 of them include paper documents (letters, postcards, drafts of writings, handwritten notes, typewritten texts) and more than 70,000 photographs (albumen and gelatine silver prints and diacolors). Documents are divided into 8 archival series: Series 1. Personal and Biographical includes 2 boxes of identification and affiliation cards, but it also includes the text of Longhi's dissertation on Caravaggio, and the telegrams which arrived after his death; Series 2. Correspondence (28 boxes) is alphabetically arranged; Series 3. Research includes both documents and photographs: documents, notebooks and notes are kept in 33 boxes; photographic materials are kept in 100 boxes. This section provides an extraordinary documentation on Italian Art, mostly between 13th and 18th centuries. A vast and important group of photographs is that regarding Caravaggio and his followers. The value of the collection is greatly enhanced by the fact that it is in the original order given by the art historian, which reflects Longhi's attributions. Series 5. Writings (16 boxes) includes drafts and versions of the various texts (essays, books, articles). It includes a little group of unpublished writings, in addition to a section dedicated to Longhi's collected works: The Opere complete published by Sansoni and Il Palazzo non finito. Series 6. Teaching (5 boxes) documents the activity of Longhi as a teacher, from his time at the secondary school in Rome, through the years spent at the Universities of Bologna and Florence. The material is arranged in chronological order. Series 7 and 8 (12 boxes) document various other activities Longhi was concerned with in the field of Art history : his work for the Italian Public Administration in commissions for the Antiquities and Fine Arts, restorations, the protection of the Italian artistic heritage; the curatorship of exhibitions, and also dissemination through radio and television.
" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasNotesOnSystemOfArrangement" , "The archive is divided into 8 series and each series is generally subdivided into subseries. The series are: 1. Personal and Biographical documentation; 2. Correspondence; 3. Research; 4 Art Collection and Foundation of Studies in Art History; 5 Writings; 6 Teaching; 7. General Direction of Antiquities and Fine Arts; 8. Other activities. The third subseries of Series 3: Photo archive, is in the original order as it had been arranged by RL. Documents are grouped in folders within the boxes." ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasAcquisitionType" , "http://www.wikidata.org/entity/Q707482" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P973" , "http://fondazionelonghi.ddns.net:8000/archivio/" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasNotesOnFindingAid" , "Printed finding aid available on site; online finding aid in process." ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasOtherNotes" , "The collection is extremely relevant for researchers interested in Italian history of art and culture." ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P127" , "http://www.wikidata.org/entity/Q1634770" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P485" , "http://www.wikidata.org/entity/Q1634770" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P1319" , "1910" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P1326" , "1970" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "http://www.wikidata.org/wiki/Property:P571" , "1970" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q1361667" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q580807" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q179254" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q555132" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q42207" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasScopeAndContentSubject" , "http://www.wikidata.org/entity/Q50637" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasNotesOnOtherNuclei" , "Documents and letters by Longhi can be found in many Italian archives. " ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q42207" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q5581" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q62506" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q168496" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q7129" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q5822" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q309618" ,
 "https://w3id.org/artchives/collectionarchivio-longhi" , "https://w3id.org/artchives/hasSubjectPeriod" , "http://www.wikidata.org/entity/Q7016" ,
